name,date,total_number,daily_number,number_from_unit,Square,Context,Unit,raw_material,mass,flake_type,completeness,percussion_length,max_dimension,platform_width,width_at_0.25_length,width_at_0.50_length,width_at_0.75_length,platform_thickness,thickness_at_0.25_length,thickness_at_0.50_length,thickness_at_0.75_length,thickness_at_0.25_width,thickness_at_0.75_width,platform_type,dorsal_cortex_perc,dorsal_cortex_dist,cortex_texture,heat_treatment,initiation,termination,platform_preparation,dorsal_scar_surface_count,dorsal_scar_initiation_count,dorsal_scar_directions,comment
...133,42486,132,94,49,B1,1,3,rq,0.8,p,c,14.69,19.3,14.71,11.92,9.34,7.2,4.16,3.55,3.03,2.91,2.8699999999999997,1.1299999999999997,si,0,n,n,n,h,f,n,1,0,n,NA
...134,42486,133,95,50,B1,1,3,rq,0.7,p,c,9.37,16.31,14.87,14.42,14.07,10.34,4.45,4.82,4.05,2.77,1.78,1.6600000000000001,co,0,n,n,n,h,f,n,2,0,p2,NA
...135,42486,134,96,51,B1,1,3,rq,1.2,p,lr,14.19,19.29,8.84,13.24,18.63,12.11,3.81,4.49,3.59,2.76,NA,2.13,co,100,al,s,n,h,f,n,0,0,n,NA
...136,42486,135,97,52,B1,1,3,bq,14.9,p,lr,42.11,44.18,36.15,31.11,24.64,16.42,3.14,6.24,6.91,6.26,5.159999999999999,NA,co,10,di,s,n,h,f,n,1,1,p1,NA
...137,42486,136,98,53,B1,1,3,bq,7.1,p,t,26.81,36.2,22.79,28.9,31.78,24.67,7.4,6.14,6.27,5.46,2.9499999999999997,2.82,co,0,n,n,n,h,s,n,4,1,po,NA
...138,42486,137,99,54,B1,1,3,bq,6.6,p,lr,24.24,31.52,29.1,21.79,20.02,15.27,8.54,7.36,5.94,4.24,NA,3.38,co,2,n,n,n,h,f,n,2,NA,m1,NA
...139,42486,138,100,55,B1,1,3,bq,17.3,p,ll,37.05,45.05,19.34,22.72,30.14,27.34,16.41,14.36,6.54,2.61,8.41,4.91,co,20,cr,s,n,h,f,n,2,0,n,NA
...140,42486,139,101,56,B1,1,3,bq,7.6,p,lr,29.28,35.32,17.98,17.98,22.89,18.99,10.04,9.03,8.87,4.39,NA,4.23,co,0,n,n,n,h,f,n,2,0,po1,NA
...141,42486,140,102,57,B1,1,3,bq,14.9,p,tl,30.9,48.01,37.33,34.23,27.62,19.68,13.67,10.84,9.27,5.4,4.21,NA,co,0,n,n,n,h,s,n,1,0,n,NA
...142,42486,141,103,58,B1,1,3,bq,5.5,p,t,16.91,41.72,36.91,41.13,36.5,25.19,6.66,6.66,6.26,3.96,3.8,1.83,co,0,n,n,n,h,s,n,2,1,p1,NA
...143,42486,142,104,59,B1,1,3,bq,3.7,p,c,22.33,36.36,29.72,30.89,24.15,17.87,4.96,4.23,3.3,2.15,3.02,2.8899999999999997,co,10,cr,s,n,h,f,n,2,1,p1,NA
...144,42486,143,105,60,B1,1,3,bq,6.6,p,c,17.35,43.52,20.31,22.67,27.18,43.67,7.38,8.53,9.44,9.57,1.87,3.86,co,20,di,s,n,h,f,n,2,0,n,NA
...145,42486,144,106,61,B1,1,3,bq,18.4,p,c,37.25,38.12,19.72,29.2,26.82,15.53,10.05,12.32,12.3,12.45,6.5,8.48,co,40,cl,s,n,h,f,n,3,1,p1,NA
...146,42486,145,107,62,B1,1,3,bq,9.700000000000001,p,c,20.56,48.5,40.29,45.1,47.2,38.57,8.85,7.05,5.97,4,3.68,2.9099999999999997,co,0,n,n,n,h,f,n,1,0,n,NA
...147,42486,146,108,63,B1,1,3,bq,7.5,p,ll,35.03,43.45,28.4,32.58,22.33,11.65,5.05,7.98,6.86,4.65,3.52,NA,co,10,di,s,n,h,f,n,1,1,p1,NA
...148,42486,147,109,64,B1,1,3,bq,7,p,c,29.63,33.71,16.02,22.95,26.23,20.15,7.8,6.78,5.19,4.36,4.06,4.28,co,50,cr,s,n,h,f,n,1,0,n,NA
...149,42486,148,110,65,B1,1,3,bq,7.4,p,c,28.69,40.55,21.08,27.21,29.71,28.24,5.97,7.62,7.5,3.66,2.92,4.430000000000001,co,0,n,n,n,h,f,n,4,1,p1m1,NA
...150,42486,149,111,66,B1,1,3,bq,10.3,p,c,31.19,44.12,16.6,27.05,36.12,40.4,4.23,5.26,6.71,5.6,5.05,4.09,co,0,n,n,n,h,f,n,3,1,p1,NA
...151,42486,150,112,67,B1,1,3,bq,9.6,p,lr,30.55,38.77,27.8,25.92,24.4,18.61,7.21,6.75,7.37,4.03,NA,3.9,co,0,n,n,n,h,f,n,1,1,p1,NA
...152,42486,151,113,68,B1,1,3,bq,2.7,p,tl,21.59,20.26,20.17,19.39,17.12,13.37,2.98,3.59,3.35,2.86,NA,2.75,co,0,n,n,n,h,f,n,1,0,n,NA
...153,42486,152,114,69,B1,1,3,bq,0.9,p,t,12.11,21.18,18.51,19.18,19.53,15.22,3.68,2.88,2.28,1.82,1.57,2.25,co,0,0,n,n,h,s,n,1,1,p1,NA
...154,42486,153,115,70,B1,1,3,bq,4.8,p,c,28.93,29.75,14.93,16.78,21.11,14.85,5.38,6.19,6.15,6.2,2.79,4.24,co,20,di,s,n,b,f,n,3,1,po1,NA
...155,42486,154,116,71,B1,1,3,bq,8,p,c,26.45,38.18,32.17,28.92,23.19,14.62,8.29,10.29,8.48,4.99,3.8299999999999996,2.69,co,0,n,n,n,h,f,n,3,0,n,NA
...156,42486,155,117,72,B1,1,3,bq,5.3,p,tl,22.75,30.99,13.86,20.4,18.25,8.41,6.58,4.63,4.48,4.9,4.95,NA,co,70,cr,s,n,h,f,n,1,0,m1,NA
...157,42486,156,118,73,B1,1,3,bq,6.3,p,ll,27.95,36.68,12.65,23.43,22.1,19.85,4.37,4.33,5.85,5.04,4.37,NA,co,0,n,n,n,h,f,n,6,1,p1m1,NA
...158,42486,157,119,74,B1,1,3,bq,9.3,p,c,26.31,49.24,33.12,30.44,30.96,39.57,5.78,7.33,5.86,6.51,3.46,3.27,co,20,di,s,n,h,f,n,4,1,p1,NA
...159,42486,158,120,75,B1,1,3,bq,5.4,p,c,21.23,39.17,21.96,26.81,30.73,24.63,6.3,6.64,4.93,3.56,2.46,2.19,co,10,cr,s,n,h,f,n,1,1,p1,NA
...160,42486,159,121,76,B1,1,3,bq,8.5,p,c,25.59,34.43,22.06,32.93,26.82,16.63,8.24,7.83,6.78,5.53,6.57,6.659999999999999,co,30,pr,s,n,h,f,n,4,0,n,NA
...161,42486,160,122,77,B1,1,3,bq,5.9,p,lr,23.56,32.1,18.22,23.77,27.04,23.42,6.88,6.18,5.77,4.36,5.91,4.3,co,0,n,n,n,h,f,n,3,0,p3,NA
...162,42486,161,123,78,B1,1,3,bq,3.4,p,c,26.52,36.56,24.37,23.21,15.39,13.24,4.53,4.52,3.69,2.64,4.37,2.09,co,0,n,n,n,h,f,n,4,0,p2,NA
...163,42486,162,124,79,B1,1,3,bq,4.4,p,tl,25.04,34.43,21.19,22.21,20.44,15.54,1.7,3.9,5.26,4.47,3.3,NA,co,0,n,n,n,h,f,n,1,1,p1,NA
...164,42486,163,125,80,B1,1,3,bq,4.5,p,c,23.38,27.97,21.08,22.54,22.41,14.11,7.44,6.83,6.91,3.99,6.06,3.54,co,0,n,n,n,h,f,n,2,0,n,NA
...165,42486,164,126,81,B1,1,3,bq,2.8,p,t,17.19,25.25,17.83,18.83,22.81,21.62,6.72,5.73,4.61,3.4,3.54,2.26,co,20,cr,s,n,h,f,n,1,0,m1,NA
...166,42486,165,127,82,B1,1,3,bq,1.8,p,lr,22.31,25.81,17.91,15.44,12.43,7.8,2.8,2.82,2.9,3.08,4.48,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...167,42486,166,128,83,B1,1,3,bq,1.5,p,t,14.15,19.47,12.87,14.38,15.71,18.48,1.81,3.33,4.38,2.05,2.23,2.79,co,0,n,n,n,h,s,n,1,1,p1,NA
...168,42487,167,1,84,B1,1,3,bq,8.1,p,c,24.54,33.65,31.06,27.39,23.85,18.53,10.15,9.51,8.47,6.15,4.859999999999999,3.17,co,0,n,n,n,h,f,n,1,0,n,NA
...169,42487,168,2,85,B1,1,3,bq,4,p,ll,24.22,28.07,18.51,20.32,14.8,7.9,10.09,9.94,9.09,6.42,2.7,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...170,42487,169,3,86,B1,1,3,bq,8.700000000000001,p,lr,33.97,40.73,21.61,24.89,28.52,19.59,9.9,8.5,6.9,5.32,NA,3.22,co,0,n,n,n,h,f,n,1,1,p1,NA
...171,42487,170,4,87,B1,1,3,bq,6.8,p,c,27.72,29.01,10.22,18.61,28.01,20.42,1.95,5.05,8.01,8.5,5.03,6.609999999999999,co,0,n,n,n,h,f,n,3,0,n,NA
...172,42487,171,5,88,B1,1,3,bq,8.6,p,c,33.9,40.08,16.23,19.11,22.39,17.1,12.71,10.89,8.4,6.38,5.1,4.88,co,0,n,n,n,h,f,n,2,0,p2,NA
...173,42487,172,6,89,B1,1,3,bq,1.6,p,c,15.75,23.78,16.04,20.94,18.99,14.64,4.16,4.31,3.31,1.86,1.43,1.3,co,0,n,n,n,h,f,n,1,1,p1,NA
...174,42487,173,7,90,B1,1,3,bq,1.4,p,c,14.99,21.98,20.55,18.94,15.08,12.56,5.14,4.86,4.18,2.91,2.9499999999999997,2.3199999999999994,co,0,n,n,n,h,f,n,1,0,n,NA
...175,42487,174,8,91,B1,1,3,bq,2.3,p,t,15.89,15.78,22.58,23.35,23.26,15.73,5.96,5.33,4.71,3.82,2.65,2.5,co,0,n,n,n,h,s,n,1,1,p1,NA
...176,42487,175,9,92,B1,1,3,bq,3.7,p,c,22.32,29.59,20.06,23.8,21.73,21.83,6.68,7.18,5.38,3.24,2.62,3.69,co,0,n,n,n,h,f,n,2,0,n,NA
...177,42487,176,10,93,B1,1,3,bq,2.4,p,c,18.69,28.6,26.61,19.16,16.78,11.48,5.6,5.07,3.79,2.76,3.9499999999999997,2.3699999999999997,co,0,n,n,n,h,f,n,1,0,n,NA
...178,42487,177,11,94,B1,1,3,bq,2.1,p,lr,16.94,21.87,14.25,15.57,15.27,14.69,6.27,5.73,3.53,2.08,NA,1.97,co,0,n,n,n,h,f,n,2,0,n,NA
...179,42487,178,12,1,B1,1,4,rq,11.9,p,ll,38.55,48.18,34.02,32.32,25.31,16.9,9.53,10.71,9.45,5.99,4.09,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...180,42487,179,13,2,B1,1,4,rq,25.6,p,t,29.66,29.66,51.88,50.14,49.45,38.93,12.77,12.98,13.39,9.54,3.02,3.4499999999999997,co,0,n,n,n,h,t,n,2,0,m1po1,NA
...181,42487,180,14,3,B1,1,4,rq,6.5,p,c,27.17,37.27,19.16,26.52,25.55,21.25,7.45,6.61,4.94,5.05,2.92,2.06,co,0,n,n,n,h,f,n,4,2,p2,NA
...182,42487,181,15,4,B1,1,4,rq,5,p,c,23.85,32.57,23.92,21.65,19.04,13.57,9.59,8.29,7.16,4.99,3.56,2.44,co,0,n,n,n,h,f,n,3,1,p2,NA
...183,42487,182,16,5,B1,1,4,rq,4.6,p,c,26.33,27.68,16.03,19,22.34,20.2,7.2,5.99,4.47,1.7,3.57,3.88,co,10,cr,s,n,h,f,n,1,0,n,NA
...184,42487,183,17,6,B1,1,4,rq,20.8,p,ll,47.28,51.4,18.95,27.14,33.23,27.45,11.71,10.36,8.86,6.12,8.02,NA,co,20,cr,s,n,h,f,n,1,0,n,NA
...185,42487,184,18,7,B1,1,4,rq,11,p,c,56.58,58.68,13.95,25.81,25.41,17.87,2.84,4.27,5.88,5.06,7.34,3.7600000000000002,co,10,di,s,n,h,f,n,2,1,p1,NA
...186,42487,185,19,8,B1,1,4,rq,4,p,c,17.61,30.78,22.94,27.29,30.21,29.14,5.84,5.86,5.31,3.72,1.9,3.9499999999999997,co,0,n,n,n,h,f,n,1,0,n,NA
...187,42487,186,20,9,B1,1,4,rq,2.3,p,lr,17.13,24.34,19.26,17.77,15.52,12.86,8.95,6.2,4.28,2.38,NA,1.41,co,0,n,n,n,h,f,n,1,0,n,NA
...188,42487,187,21,10,B1,1,4,rq,2.2,p,c,19.83,25.66,16.54,20.88,23.7,16.83,3.22,3.56,3.69,2.39,1.6700000000000002,3.4099999999999997,co,0,n,n,n,h,f,n,1,0,n,NA
...189,42487,188,22,11,B1,1,4,rq,4.8,p,t,17.95,32.94,22.95,26.75,29.8,32.45,7.87,6.6,5.64,4.78,1.99,3.01,co,0,n,n,n,h,s,n,1,0,n,NA
...190,42487,189,23,12,B1,1,4,rq,4.4,p,c,28.48,30.88,15.46,16.08,19.84,12.89,3.55,6.48,6.86,5.5,2.7600000000000002,4.49,co,0,n,n,n,h,s,n,3,0,p1m1,NA
...191,42487,190,24,13,B1,1,4,rq,5,p,c,29.76,37.08,20.23,18.06,21.38,22.4,5.63,5.08,5.69,3.82,2.3299999999999996,3.3099999999999996,co,0,n,n,n,h,f,n,4,0,n,NA
...192,42487,191,25,14,B1,1,4,rq,1.4,p,c,15.17,23.77,17.19,16.63,16.82,12.1,3.07,4.67,4.45,3.68,2.3699999999999997,2.11,co,0,n,n,n,b,f,n,2,0,n,NA
...193,42487,192,26,15,B1,1,4,rq,1.8,p,c,15.85,26.77,22.01,21.98,17.53,11.89,4.28,3.71,3.26,2.29,1.57,2.57,co,0,n,n,n,h,f,n,1,0,n,NA
...194,42487,193,27,16,B1,1,4,rq,3.4,p,c,19.04,27.45,22.84,25.42,22.4,13.97,6.76,5.82,4.49,2.5,2.46,3.4299999999999997,co,0,n,n,n,h,f,n,2,1,p1,NA
...195,42487,194,28,17,B1,1,4,rq,3,p,c,17.46,34.16,20.9,20.8,19.1,20.4,5.64,4.33,3.51,3.11,2.12,2.29,co,10,di,s,n,b,di,n,2,0,n,NA
...196,42487,195,29,18,B1,1,4,rq,2.7,p,lr,25.25,26.26,14.45,16.89,18.45,14.01,5.51,6.62,5.28,4.52,NA,1.6600000000000001,co,10,n,n,n,h,f,n,1,0,n,NA
...197,42487,196,30,19,B1,1,4,rq,11.8,p,lr,33.46,39.1,27.69,26.41,24.09,22.61,15.18,9.8,8.2,3.32,NA,5.95,co,0,n,n,n,h,f,n,3,1,p1,NA
...198,42487,197,31,20,B1,1,4,rq,30.8,p,c,36.02,44.97,27.39,31.47,33.84,25.04,19.24,17.61,16.4,12.7,13.29,NA,co,70,cr,s,n,h,f,n,2,0,n,NA
...199,42487,198,32,21,B1,1,4,rq,10,p,c,27.85,30.85,20.43,27.55,24.07,16.87,10.86,8.46,5.87,5.27,9.460000000000003,3.54,co,50,cr,s,n,h,f,n,1,1,p1,NA
...200,42487,199,33,22,B1,1,4,rq,5.5,p,c,32.02,40.33,26.23,27.18,19.54,12.24,5.34,4.03,4.5,2.51,3.55,3.75,co,0,n,n,n,h,f,n,1,1,po1,NA
...201,42487,200,34,23,B1,1,4,rq,10.4,p,c,26.31,36.26,25.41,32.18,26.63,14.46,9.38,7.56,8.22,3.67,4.8,5.03,co,0,n,n,n,h,f,n,2,1,po1,NA
...202,42487,201,35,24,B1,1,4,rq,1.5,p,ll,20.99,24.77,14.58,16.41,11.5,7.98,4.62,4.14,3.37,1.54,NA,1.94,co,0,n,n,n,h,f,n,1,0,n,NA
...203,42487,202,36,25,B1,1,4,rq,1.1,p,t,9.68,20.86,14.17,15.57,18.31,14.69,3.24,3.84,3.72,3.21,3.15,1.82,co,0,n,n,n,h,s,n,1,0,n,NA
...204,42487,203,37,26,B1,1,4,rq,1,p,co,20.88,21.32,16.09,13.64,10.82,8.85,3.41,3.29,2.27,1.56,1.76,1.62,co,0,n,n,n,h,f,n,2,2,p2,NA
...205,42487,204,38,27,B1,1,4,rq,0.7,p,tl,11.56,18.82,13.45,14.67,14.23,11.21,2.37,2.83,2.39,2.38,1.7,2.16,co,0,n,n,n,h,s,n,1,1,p1,NA
...206,42487,205,39,28,B1,1,4,rq,3.6,p,co,24.62,31.1,21.76,23.38,22.87,19.16,6.8,6.17,4.04,2.14,2.63,2.09,co,0,n,n,n,h,f,n,2,1,p1,NA
...207,42487,206,40,29,B1,1,4,rq,1.7,p,ll,22.25,25.36,12.1,12.31,11.97,10.13,5.46,6.65,5.89,3.11,1.1399999999999997,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...208,42487,207,41,30,B1,1,4,rq,2.6,p,tr,17.18,23.28,11.53,13.75,14.54,17.87,4.72,5.55,4.78,3.9,NA,2.79,co,0,n,n,n,h,s,n,3,1,p1,NA
...209,42487,208,42,31,B1,1,4,rq,4.6,p,co,27.38,30.79,21.52,24.1,23.06,16.42,7.24,7.95,6.45,4.09,2.4499999999999997,2.4699999999999998,co,0,n,n,n,h,f,n,2,0,p2,NA
...210,42487,209,43,32,B1,1,4,rq,3.4,p,co,25.18,28.05,15.62,17.12,16.18,12.41,4.36,5.36,4.75,3.21,4.63,4.9,co,0,n,n,n,h,f,n,1,1,p1,NA
...211,42487,210,44,33,B1,1,4,rq,2.1,p,co,16.29,24.13,12.43,13.51,17.26,23.93,5.56,5.57,5.8,4.55,1.22,3.3899999999999997,co,0,n,n,n,h,f,n,3,0,n,NA
...212,42487,211,45,34,B1,1,4,rq,11.5,p,tl,25.48,40.35,18.14,21.5,25.91,29.75,11.21,7.61,6.29,4.41,10.22,NA,co,50,cr,s,n,h,s,n,1,0,p1,NA
...213,42487,212,46,35,B1,1,4,rq,9.1,p,lr,33.75,38.24,17,25.64,27.15,18.78,5.4,5.76,5.85,3.88,NA,3.8,co,20,cl,s,n,h,f,n,1,1,po1,NA
...214,42487,213,47,36,B1,1,4,rq,7.1,p,co,23.12,35.56,23.5,27.73,28.12,23.8,5.88,7.13,7.63,7.54,3.75,3.73,co,0,n,n,n,h,f,n,4,0,n,NA
...215,42487,214,48,37,B1,1,4,rq,1.8,p,co,12.81,23.86,20.13,22.66,15.42,13.47,5.23,5.07,4.81,4.34,1.55,3.9099999999999997,co,0,n,n,n,h,f,n,1,0,n,NA
...216,42487,215,49,38,B1,1,4,rq,1.5,p,lr,17.2,20.09,10.78,11.89,11.88,10,5.84,5.17,3.62,2.79,NA,2.69,co,0,n,n,n,h,f,n,2,0,n,NA
...217,42487,216,50,39,B1,1,4,rq,1.7,p,lr,21.48,23.17,15.55,14.66,12.67,6.98,5.52,4.93,4.58,2.38,NA,2.3699999999999997,co,0,n,n,n,h,f,n,1,0,n,NA
...218,42487,217,51,40,B1,1,4,rq,0.9,p,t,10.97,20.58,13.35,14.39,14.99,15.03,3.67,3.45,2.63,2.01,3.05,2.21,co,0,n,n,n,h,s,n,1,0,n,NA
...219,42487,218,52,41,B1,1,4,rq,0.9,p,co,13.46,18.64,17.2,16.92,13.53,10.53,5.29,3.62,2.4,1.23,1.78,1.78,co,0,n,n,n,h,s,n,1,0,n,NA
...220,42487,219,53,42,B1,1,4,rq,3,p,co,19.59,25.12,18.17,21.48,22.71,16.03,6.7,6.44,6.38,3.71,2.2,2.18,co,0,n,n,n,h,s,n,3,0,m1,NA
...221,42487,220,54,43,B1,1,4,rq,4.9,p,co,28.71,33.49,19.57,19.59,16.33,12.71,5.08,7.84,7.57,5.88,4.58,3.7800000000000002,co,0,n,n,n,h,f,n,2,1,p2,NA
...222,42487,221,55,44,B1,1,4,rq,17.3,p,ll,38.84,40.75,25.16,31.18,31.95,20.62,9.21,13.04,11.23,4.9,5.49,NA,co,100,al,s,n,h,f,n,0,0,n,NA
...223,42487,222,56,45,B1,1,4,rq,4.5,p,co,27.03,30.89,18.94,17.55,18.59,15.92,8.89,6.96,6.1,3.68,2.3199999999999994,2.5,co,10,di,s,n,h,f,n,3,0,p3,NA
...224,42487,223,57,46,B1,1,4,rq,3.7,p,t,17.01,32.36,29.92,29.82,28.3,22.06,6.47,5.71,4.26,3.45,1.85,2.67,co,0,n,n,n,h,s,n,1,0,n,NA
...225,42487,224,58,47,B1,1,4,rq,9.6,p,co,31.92,50.59,34.98,32.71,24.53,13.16,7.36,7.3,4.81,2.98,2.65,3.24,co,90,cl,s,n,h,f,n,1,0,n,NA
...226,42487,225,59,48,B1,1,4,rq,4,p,ll,22.65,35.28,15.12,20.91,25.89,21.81,5.82,4.84,4.59,5.68,1.8,NA,co,0,n,n,n,h,s,n,1,0,n,NA
...227,42487,226,60,49,B1,1,4,rq,7.4,p,co,23.99,34.91,15.66,27.43,33.32,29.13,2.54,6.4,7.47,4.23,2.7,5.7,co,0,n,n,n,h,f,n,4,3,p2m1,NA
...228,42487,227,61,50,B1,1,4,rq,1,p,ll,18,19.42,8.07,8.03,10.73,10.32,3.64,5.13,3.18,1.46,2.42,NA,co,0,n,n,n,h,f,o,3,0,n,NA
...229,42487,228,62,51,B1,1,4,rq,0.9,p,ll,15.28,20.68,16.54,16.01,17.04,13.65,2.98,2.59,1.93,1.19,1.75,NA,co,0,n,n,n,h,f,n,2,0,p1,NA
...230,42487,229,63,52,B1,1,4,rq,1.3,p,lr,16.57,20.14,20.06,17.38,13.78,9.83,3.1,3.72,2.17,1.52,NA,1.78,co,0,n,n,n,h,f,n,2,1,p1,NA
...231,42487,230,64,53,B1,1,4,rq,0.7,p,ll,15.48,16.52,8.76,8.87,10.05,7.31,4.25,2.93,2.17,0.74,1.6800000000000002,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...232,42487,231,65,54,B1,1,4,rq,0.9,p,co,11.84,17.97,12.73,13.71,14.05,13.04,5.15,4.45,3.25,1.73,2.71,1.36,co,0,n,n,n,h,f,n,3,0,n,NA
...233,42487,232,66,55,B1,1,4,rq,3.2,p,co,19.38,27.2,17.57,19.29,26.28,14.57,5.57,5.82,6.09,5.59,2.34,2.14,co,0,n,n,n,h,f,n,2,0,n,NA
...234,42487,233,67,56,B1,1,4,rq,3.4,p,co,33.34,34.82,13.2,14.15,16.67,19.22,4.61,4.4,3.64,2.8,2.11,3.11,co,10,di,s,n,h,f,n,3,0,p2,NA
...235,42487,234,68,57,B1,1,4,rq,2,p,co,9.31,23.38,16.49,22.01,17.44,14.38,7.46,8.24,6.58,5.48,1.93,2.72,co,0,n,n,n,h,f,n,3,2,p2,NA
...236,42487,235,69,58,B1,1,4,rq,4.1,p,lr,24.09,32.05,21.69,18.31,17.22,13.58,6.23,6.46,6.65,4.19,NA,3.02,co,0,n,n,n,h,f,n,2,0,n,NA
...237,42487,236,70,59,B1,1,4,rq,4.8,p,co,19.67,33.32,27.03,32.63,31.88,25.22,6.71,7.06,5.94,2.19,2.9299999999999997,2.9299999999999997,co,100,al,s,n,h,f,n,0,0,n,NA
...238,42487,237,71,60,B1,1,4,rq,8.5,p,co,29.56,35.85,16.05,32.53,34.43,26.25,15.51,24.73,34.09,29.86,1.44,3.3499999999999996,co,0,n,n,n,h,f,n,3,0,n,NA
...239,42487,238,72,61,B1,1,4,rq,4.7,p,t,18.61,29.78,24.04,26.31,26.83,25.14,8.99,7.75,6.41,3.97,2.42,2.42,co,0,n,n,n,h,f,n,2,2,p2,NA
...240,42487,239,73,62,B1,1,4,rq,2.6,p,co,12.56,40.14,33.82,36.32,26.98,19.73,5.58,4.95,3.26,2.1,1.6700000000000002,2.11,co,0,n,n,n,h,f,n,1,0,n,NA
...241,42487,240,74,63,B1,1,4,rq,1.8,p,ll,20.04,22.58,11.9,14.4,19.66,12.38,5.13,6.11,4.63,2.39,1.11,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...242,42487,241,75,64,B1,1,4,rq,2.8,p,lr,14.99,23.72,16.82,18.55,20.58,23.86,6.29,7.09,5.45,3.65,NA,3.08,co,0,n,n,n,h,f,n,2,0,p2,NA
...243,42487,242,76,65,B1,1,4,rq,2,p,ll,26.11,32.06,15.31,14.61,12.27,7.92,2.66,3,2.33,2.22,2.59,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...244,42487,243,77,66,B1,1,4,rq,2.5,p,tr,26.67,27.63,14.94,15.1,16.44,12.12,4.78,4.45,4.68,4.43,NA,1.93,co,0,n,n,n,h,f,n,2,0,po1,NA
...245,42487,244,78,67,B1,1,4,rq,28.8,p,co,31.75,59.38,40.72,47.31,38.24,26.22,14.75,14.01,11.06,6.9,4.34,6.63,co,100,al,s,n,h,f,n,0,0,0,NA
...246,42487,245,79,68,B1,1,4,rq,4.3,p,co,16.08,42.24,28.16,26.79,24.96,25.19,9.96,7.86,4.77,1.96,2.61,2.59,co,0,n,n,n,h,f,n,3,1,p1,NA
...247,42487,246,80,69,B1,1,4,rq,6.5,p,co,38.98,41.68,11.75,17.25,22.33,19.12,6.45,7.39,6.19,4.32,3.3299999999999996,4.07,co,30,di,s,n,h,f,n,4,1,p2,NA
...248,42487,247,81,70,B1,1,4,rq,33.80000000000001,p,co,46.99,50.93,37.41,41.65,32.44,19.89,17.06,13.17,10.36,7.73,7.7,12.83,co,40,pr,s,n,h,f,n,4,1,p1m1,NA
...249,42487,248,82,71,B1,1,4,rq,17.3,p,t,37.13,50.77,30.15,28.54,28.89,35.57,8.29,8.91,8.89,9.15,4.63,4.34,co,30,di,s,n,h,f,n,2,1,p2,NA
...250,42487,249,83,72,B1,1,4,rq,16.5,p,co,40.16,46.56,27.1,30.73,29.09,17.59,8.44,7.03,6.4,5.89,5.430000000000001,5.85,co,30,cl,s,n,h,f,n,3,1,p2,NA
...251,42487,250,84,73,B1,1,4,rq,33.4,p,co,48.89,52.45,20.53,27.6,45.48,42.9,3.84,10.99,14.63,13.33,11.16,6.57,co,20,di,s,n,h,f,n,4,0,n,NA
...252,42487,251,85,74,B1,1,4,rq,1.4,p,lr,16.3,19.66,16.39,16.81,16.49,12.49,6.07,4.76,3.46,1.65,NA,2.26,co,0,n,n,n,h,f,n,1,0,n,NA
...253,42487,252,86,75,B1,1,4,rq,1.1,p,t,18.75,20.92,8.63,10.76,14.73,19.27,2.6,3.34,3.07,1.75,1.42,1.4,co,0,n,n,n,h,s,n,1,0,n,NA
...254,42487,253,87,76,B1,1,4,rq,2.3,p,t,16.3,23.5,17.94,20.97,23.21,18.99,5.19,5.41,5.08,4.96,1.73,2.84,co,0,n,n,n,h,f,n,1,0,n,NA
...255,42487,254,88,77,B1,1,4,rq,0.9,p,co,14.32,15.32,11.46,12.61,11.94,10.08,3.12,3.33,2.86,1.64,2.22,1.36,co,0,n,n,n,h,f,n,1,0,n,NA
...256,42487,255,89,78,B1,1,4,rq,5.9,p,ll,22.23,33.25,21.81,21.09,19.98,13.4,8.62,8.4,7.24,5.4,7.7700000000000005,NA,co,0,n,n,n,h,f,n,3,0,p1,NA
...257,42487,256,90,79,B1,1,4,rq,2.6,p,co,15.75,34.26,32.6,27.68,21.87,16.9,32.28,26.53,21.44,14.8,1.43,1.3,co,0,n,n,n,h,f,n,1,0,p1,NA
...258,42487,257,91,80,B1,1,4,rq,4.9,p,lr,20.58,23.36,16.88,21.24,18.34,13.07,9.04,8.01,6.34,3.09,NA,2.73,co,80,cl,s,n,h,f,n,1,0,n,NA
...259,42487,258,92,81,B1,1,4,rq,10.1,p,co,37.76,39.6,11.63,13.08,28.89,27.3,4.64,8.84,9.04,7.65,3.88,6.2700000000000005,co,20,di,s,n,h,f,o,5,0,n,NA
...260,42487,259,93,82,B1,1,4,rq,1,p,co,12.18,16.95,15.11,15.24,15.49,13.35,5.13,4.82,4.19,1.6,1.6300000000000001,1.61,co,0,n,n,n,h,f,n,1,0,n,NA
...261,42487,260,94,83,B1,1,4,rq,4.5,p,co,31.61,33.06,18.39,20.82,21.74,14,5.93,5.58,4.9,4.07,2.59,3.3299999999999996,co,50,cl,s,n,h,f,n,3,0,n,NA
...262,42487,261,95,84,B1,1,4,rq,24.7,p,co,36.1,39.97,18.46,23.3,23.61,24.33,15.54,14.85,11.77,8.41,16.05,14.92,co,40,pr,s,n,h,f,n,5,1,p1,NA
