name,date,total_number,daily_number,number_from_unit,Square,Context,Unit,raw_material,mass,flake_type,completeness,percussion_length,max_dimension,platform_width,width_at_0.25_length,width_at_0.50_length,width_at_0.75_length,platform_thickness,thickness_at_0.25_length,thickness_at_0.50_length,thickness_at_0.75_length,thickness_at_0.25_width,thickness_at_0.75_width,platform_type,dorsal_cortex_perc,dorsal_cortex_dist,cortex_texture,heat_treatment,initiation,termination,platform_preparation,dorsal_scar_surface_count,dorsal_scar_initiation_count,dorsal_scar_directions,comment
...884,42492,883,6,37,B1,2,9,rq,2.2,p,co,18.03,22.4,19.51,19.17,18.08,13.87,6.88,6.15,5.72,3.95,2.68,3.01,co,NA,n,n,n,h,f,n,2,0,n,NA
...885,42492,884,7,38,B1,2,9,rq,10.8,p,co,29.41,41.88,21.29,30.31,38.24,31.56,5.85,7.51,7.68,4.03,1.96,4.52,co,NA,n,n,n,h,f,o,3,1,p2,NA
...886,42492,885,8,39,B1,2,9,rq,1.3,p,ll,21.6,22.84,10.2,13.59,14.97,8.26,5,3.66,2.59,1.61,1.46,NA,co,NA,n,n,n,h,f,n,2,1,p1,NA
...887,42492,886,9,40,B1,2,9,blq,9.9,p,t,19.56,37.64,23.18,29.38,37.25,23.66,7.01,9.72,11.05,12.66,3.58,4.930000000000001,co,0,n,n,n,h,f,n,3,2,p2,NA
...888,42492,887,10,41,B1,2,9,blq,2.7,p,co,16.16,26.56,24.3,20.31,17.21,10.46,7.6,7.62,5.8,2.16,2.8899999999999997,3.68,co,0,n,n,n,h,f,n,2,0,n,NA
...889,42492,888,11,42,B1,2,9,blq,5.1,p,co,23.71,31.46,27.32,28.17,29.39,22.73,5.95,6.38,5.45,3.59,2.82,3.02,co,0,n,n,n,h,f,n,1,0,n,NA
...890,42492,889,12,43,B1,2,9,blq,1.4,p,co,12.17,28.16,18.67,23.59,25.37,24.96,3.07,3.14,3.29,1.39,1.25,1,co,0,n,n,n,h,f,n,2,0,n,NA
...891,42492,890,13,44,B1,2,9,blq,0.7,p,co,16.33,19.27,14.43,13.05,10.73,9.8,2.75,2.7,2.52,2.18,1.61,2.24,co,0,n,n,n,h,f,n,1,0,n,NA
...892,42492,891,14,45,B1,2,9,blq,2.2,p,ll,22.73,25.04,15.63,13.68,13.67,9.65,6.34,6.32,6.31,3.9,2.22,NA,co,0,n,n,n,h,f,n,2,1,p1,NA
...893,42492,892,15,46,B1,2,9,blq,2.7,p,t,17.88,24.73,24.38,21.13,17.47,12.5,6.42,5.65,4.41,2.77,4.13,4.73,co,0,n,n,n,h,f,n,3,0,n,NA
...894,42492,893,16,47,B1,2,9,blq,4.8,p,co,22.05,31.25,31.13,27.22,23.73,18.8,3.16,5.46,6.66,4.7,4.1899999999999995,3.7,co,0,n,n,n,h,f,o,2,1,p2,NA
...895,42492,894,17,48,B1,2,9,blq,16.2,p,ll,39.22,46.85,22.54,29.13,31.81,19.74,4.77,8.67,12.87,10.76,2.59,NA,co,20,di,s,n,h,f,n,3,1,p3,NA
...896,42492,895,18,49,B1,2,9,blq,11.9,p,co,26.02,53.84,53.81,44.47,39.81,26.62,10.94,9,7.29,4.46,2.02,4.470000000000001,co,0,n,n,n,h,f,n,1,0,n,NA
...897,42492,896,19,50,B1,2,9,blq,5.1,p,co,23.73,32.1,25.49,26.52,26.78,23.72,2.52,4.02,4.85,3.27,5.02,3.4499999999999997,co,0,n,n,n,h,h,n,3,1,p2,NA
...898,42492,897,20,51,B1,2,9,blq,22.1,p,co,35.88,47.35,32.36,40.01,40.46,28.25,7.72,10.27,9.76,5.43,6.9,7.7,co,40,cr,s,n,h,f,n,5,0,n,NA
...899,42492,898,21,52,B1,2,9,blq,3.2,p,co,16.64,29.28,20.33,18.97,19.07,11.43,7.73,8.55,6.77,5.11,3.03,4.33,co,0,n,n,n,h,f,n,2,1,p1,NA
...900,42492,899,22,53,B1,2,9,blq,2.9,p,co,18.86,30.3,19.15,18.83,19.36,16.44,7.01,5.28,4.7,3.36,3.84,3.29,co,0,n,n,n,h,f,n,2,0,n,NA
...901,42492,900,23,54,B1,2,9,blq,2.1,p,ll,17.42,23.2,15.64,16.34,17.3,20.64,6.08,5.65,4.32,3.45,3.19,NA,co,0,n,n,n,h,f,n,1,1,p1,NA
...902,42492,901,24,55,B1,2,9,blq,1.3,p,co,13.02,19.5,17.12,17.77,17.08,16.44,6.03,5.17,4.01,1.72,1.92,2.18,co,0,n,n,n,h,f,n,1,0,n,NA
...903,42492,902,25,56,B1,2,9,blq,1.7,p,co,19.42,21.72,9.81,14.71,20.29,13.63,4.34,4.16,3.7,1.81,1.41,NA,co,80,cr,s,n,h,f,n,1,0,n,NA
...904,42492,903,26,57,B1,2,9,blq,1,p,lr,13.13,18.48,12.65,12.36,12.98,13.57,6.04,5.28,3.85,2.68,NA,1.47,co,0,n,n,n,h,f,n,1,0,n,NA
...905,42492,904,27,58,B1,2,9,blq,0.6,p,co,10.43,16.37,9.65,11.34,13.62,16.21,3.38,3.44,3.19,1.53,1.41,2.21,co,0,n,n,n,h,f,n,1,0,n,NA
...906,42492,905,28,59,B1,2,9,blq,0.4,p,lr,10.58,14.4,11.37,10.33,8.8,6.66,3.38,2.99,2.94,2.24,NA,1.23,co,0,n,n,n,h,f,n,1,0,n,NA
...907,42492,906,29,60,B1,2,9,blq,0.6,p,co,7.35,17.65,18.44,17.74,16.45,8.98,3.78,3.58,3.33,2.01,0.8600000000000001,1.31,co,0,n,n,n,h,f,n,1,0,n,NA
...908,42492,907,30,1,B1,2,10,rq,14.1,p,lr,46.89,46.63,19.79,28.19,28.9,24.71,8.15,6.69,4.84,3.11,NA,6.37,co,30,cl,s,n,h,f,n,2,0,n,NA
...909,42492,908,31,2,B1,2,10,rq,44.1,p,t,53.94,63.76,41.94,38.14,32.98,37.93,18.58,14.41,13.66,8.6,9.120000000000001,8.06,co,0,n,n,n,h,t,n,5,0,n,NA
...910,42492,909,32,3,B1,2,10,rq,5.2,p,co,18.19,37.08,32.41,30.62,30.62,26.46,6.85,6.03,5.98,3.4,3.57,3.6,co,0,n,n,n,h,f,n,2,1,p1,NA
...911,42492,910,33,4,B1,2,10,rq,6.4,p,ll,36.68,39.08,12.86,20.32,23.68,12.32,6.39,6.06,4.89,4.39,3.13,NA,co,0,n,n,n,h,f,n,2,0,n,NA
...912,42492,911,34,5,B1,2,10,rq,6.8,p,t,29.8,40.84,18.14,18.1,21.77,31.04,4.34,4.48,4.98,6.34,2.66,2.57,co,0,n,n,n,b,t,n,1,0,n,NA
...913,42492,912,35,6,B1,2,10,rq,1.4,p,co,16.21,24.53,13.86,22.8,20.79,14.46,2.65,3.23,2.97,1.88,1.99,2.07,co,0,n,n,n,h,f,n,1,1,p1,NA
...914,42492,913,36,7,B1,2,10,rq,22.9,p,ll,49.5,58.36,37.2,31.01,20.77,12.48,15.55,12.79,8.84,5.78,5.28,NA,co,10,di,s,n,h,f,n,2,1,p1,NA
...915,42492,914,37,8,B1,2,10,rq,2.2,p,co,17.17,26.78,19.46,20.92,20.59,16.96,5.93,5.26,3.91,1.94,1.6800000000000002,1.47,co,0,n,n,n,h,f,n,1,0,n,NA
...916,42492,915,38,9,B1,2,10,rq,17.9,p,co,46.18,55.82,31.79,29.06,28.02,24.32,11.2,13.13,11.83,4.62,5.930000000000001,7.24,co,20,di,s,n,h,f,n,3,1,p1,NA
...917,42492,916,39,10,B1,2,10,rq,28.9,p,t,27.41,70.57,41.63,49.47,58.06,58.63,10.09,13.25,12.62,9.25,6.49,8.07,co,0,n,n,n,h,f,n,2,0,n,NA
...918,42492,917,40,11,B1,2,10,rq,2.1,p,ll,25.36,26.48,10.14,13.21,15.51,14.16,2.73,3.3,2.36,2.58,NA,3.2800000000000002,co,0,n,n,n,h,f,n,2,0,p1,NA
...919,42492,918,41,12,B1,2,10,rq,11.2,p,co,37.08,43.13,15.28,19.76,21.04,27.31,8.01,10.06,10.94,10.47,5.470000000000001,6.79,co,20,di,s,n,h,f,n,2,2,p1,big step term at dist
...920,42492,919,42,13,B1,2,10,rq,6.3,p,lr,43.49,44.22,21.73,20.09,16.63,15.47,6.27,5.83,4.35,3.26,NA,2.12,co,10,di,s,n,h,f,n,1,0,n,NA
...921,42492,920,43,14,B1,2,10,rq,9.5,p,t,21.64,55.34,27.15,24.6,25.25,13.81,8.16,8.13,7.54,3.73,6.970000000000001,6.1,co,0,n,n,n,h,f,o,3,1,p1,NA
...922,42492,921,44,15,B1,2,10,rq,35,p,co,28.64,69.52,56.28,62.98,68.29,56.16,13.44,14.07,9.87,3.51,5.859999999999999,5.57,co,100,al,s,n,h,f,n,0,0,n,NA
...923,42492,922,45,16,B1,2,10,rq,1.1,p,ll,15.71,19.84,10.57,10.46,9.67,9.49,6.5,5.24,4.97,2.21,NA,1.5,co,0,n,n,n,h,f,n,1,0,n,NA
...924,42492,923,46,17,B1,2,10,rq,6.3,p,lr,35.26,42.4,21.52,23.72,18.75,14.69,2.08,4.68,5.6,4.1,NA,2.82,co,0,n,n,n,h,f,n,2,1,p1,NA
...925,42492,924,47,18,B1,2,10,rq,5,p,co,25.73,33.97,18.05,18.51,17.46,15.23,3.86,6.47,7.68,4.68,4.77,5.619999999999999,co,0,n,n,n,h,f,n,3,0,n,NA
...926,42492,925,48,19,B1,2,10,rq,2.8,p,co,26.97,27.77,19.34,20.27,16.34,13.08,6.38,4.84,3.63,2.35,2.38,3.19,co,0,n,n,n,h,f,n,1,1,p1,NA
...927,42492,926,49,20,B1,2,10,rq,6.1,p,co,20.25,31.49,31.48,27.43,23.22,14.59,10,7.91,6.17,3.43,2.4299999999999997,5.54,co,0,n,n,n,h,f,n,2,0,n,NA
...928,42492,927,50,21,B1,2,10,rq,7.2,p,co,28.29,34.34,22.34,23.42,26.43,23.48,7.92,7.9,5.97,5.41,2.22,3.04,co,0,n,n,n,h,f,n,5,1,p1m1,NA
...929,42492,928,51,22,B1,2,10,rq,1.3,p,co,17.62,23.61,10.25,12.56,13.55,17.55,3.75,3.4,3.02,2.71,2.17,1.56,co,0,n,n,n,h,f,n,1,0,n,NA
...930,42492,929,52,23,B1,2,10,rq,1.8,p,t,12.8,30.01,7.98,25.06,30.01,19.1,2.11,2.92,3.51,3.21,2.3199999999999994,3.34,co,0,n,n,n,h,f,n,1,1,p1,NA
...931,42492,930,53,24,B1,2,10,rq,8.6,p,co,23.17,40.61,32.04,36.18,39,31.02,7.84,7.05,7.04,4.26,3.14,3.4499999999999997,co,0,n,n,n,h,f,n,5,1,p1,NA
...932,42492,931,54,25,B1,2,10,rq,5.7,p,ll,31.35,42.62,27.64,27.46,21.28,11.87,5.66,6.02,5.19,5.06,2.1,NA,co,10,di,s,n,h,f,n,2,1,p1,NA
...933,42492,932,55,26,B1,2,10,rq,1.8,p,lr,18.86,21.08,12.77,13.14,14.5,13.44,7.14,5.29,4.42,2.26,2.84,3.06,co,0,n,n,n,h,f,n,3,0,n,NA
...934,42492,933,56,27,B1,2,10,rq,17.1,p,co,26.23,64.24,36.19,36.91,26.6,20.5,10.78,11.14,10.18,3.85,2.59,5.71,co,10,di,s,n,h,f,o,4,2,p2,NA
...935,42492,934,57,28,B1,2,10,rq,28.1,p,co,39.85,60.75,44.66,41.87,36.28,38.81,16.96,15.49,12.99,4.53,4.56,6.159999999999999,co,10,di,s,n,h,f,n,3,0,n,NA
...936,42492,935,58,29,B1,2,10,rq,3.1,p,ll,30.11,31.56,11.51,12.38,9.4,5.78,5.49,7.14,6.9,3.02,3.4099999999999997,NA,co,0,n,n,n,h,f,n,2,0,p1,NA
...937,42492,936,59,30,B1,2,10,rq,11.4,p,co,42.68,50.82,27.71,29.71,34.13,20.87,3.12,8.7,5.38,4.04,2.3899999999999997,3.96,co,0,n,n,n,h,f,n,5,1,p1,NA
...938,42492,937,60,31,B1,2,10,rq,17.1,p,co,31.36,44.76,27.74,32,33.39,33.39,12.92,10.85,10.26,7.02,7.02,4.8,co,40,cr,s,n,h,f,n,2,1,p1,NA
...939,42492,938,61,32,B1,2,10,rq,6.4,p,ll,31.88,37.81,18.48,20.37,20.26,20.12,4.75,5.78,5.61,5.17,3.79,NA,co,0,n,n,n,h,f,n,2,1,p1,NA
...940,42492,939,62,33,B1,2,10,rq,13.3,p,co,36.89,48.68,28.39,30.68,36.57,33.34,8.68,7.5,5.35,8.24,3.4899999999999998,2.51,co,0,n,n,n,h,o,n,5,1,p1,"big mass as distal, many step terms"
...941,42492,940,63,34,B1,2,10,rq,10.4,p,lr,39.19,42.72,16.28,24.23,32.41,27.43,4.51,5.38,3.81,4.28,NA,4.27,co,30,cl,s,n,h,f,n,1,0,n,NA
...942,42492,941,64,35,B1,2,10,rq,4.7,p,co,19.91,45.75,19.18,30.05,43.43,36,6.29,5.1,3.26,1.9,2.05,3.4099999999999997,co,10,cr,s,n,h,f,n,1,1,p1,NA
...943,42492,942,65,36,B1,2,10,rq,8.4,p,lr,33.46,41.09,18.93,20.22,20.28,12.38,8.51,8.46,6.69,6.5,NA,3.62,co,0,n,n,n,h,f,o,3,2,p2,NA
...944,42492,943,66,37,B1,2,10,rq,1.8,p,lr,17.07,19.96,9.8,16.16,16.33,14.95,7.11,6.08,5.43,2.37,NA,2.56,co,0,n,n,n,h,f,n,2,1,p1,NA
...945,42492,944,67,38,B1,2,10,rq,1.7,p,co,16.46,20.8,12.96,18.86,20.1,15.85,3.6,4.48,4.74,3.42,1.28,2.07,co,0,n,n,n,h,f,n,2,1,p1,NA
...946,42492,945,68,39,B1,2,10,rq,1,p,co,15.95,18.17,13.56,13.53,10.46,8.94,3.66,3.38,3.02,1.45,2.08,2.22,si,0,n,n,n,h,f,n,2,0,n,NA
...947,42492,946,69,40,B1,2,10,rq,2,p,tl,15.95,21.14,15.99,16.47,15.51,14.94,7.38,6.87,4.53,3.52,3.2800000000000002,4.819999999999999,fa,0,n,n,n,h,s,n,1,0,n,NA
...948,42492,947,70,41,B1,2,10,rq,7.8,p,co,24.17,43.84,20.63,24.86,33.33,27.4,8.25,6.21,5.09,3.25,2.61,2.52,co,0,n,n,n,h,f,n,1,0,n,NA
...949,42492,948,71,42,B1,2,10,rq,4.2,p,t,21.28,30.86,18.81,25.11,25.62,27.38,3.64,6.78,5.11,2.81,2.4,2.4,co,0,n,n,n,h,s,o,3,1,p1,NA
...950,42492,949,72,43,B1,2,10,rq,3.3,p,tr,21.53,26.67,12.35,12.26,14.53,19.02,8.5,7.91,7.07,6.12,3.8499999999999996,NA,co,0,n,n,n,h,s,n,2,0,n,NA
...951,42492,950,73,44,B1,2,10,rq,7.7,p,t,20.52,42.65,17.9,32.08,29.74,25.82,6.63,5.2,6.3,5.62,3.98,6.01,co,0,n,n,n,h,f,o,2,2,p2,NA
...952,42492,951,74,45,B1,2,10,rq,5.2,p,ll,25.85,33.49,22.92,22.74,21.89,18.84,9.07,7.26,5.31,4.63,1.37,NA,co,0,n,n,n,h,f,n,2,0,n,NA
...953,42492,952,75,46,B1,2,10,rq,12.5,p,lr,34.19,39.16,37.29,29.27,26.32,19.27,36.81,10.64,8.13,4.98,NA,6.83,co,0,n,n,n,h,f,n,3,1,p1,NA
...954,42492,953,76,47,B1,2,10,rq,12.9,p,ll,38.67,50.73,17.28,24.39,26.96,31.68,4.1,5.94,6.46,3.15,2.29,NA,co,10,n,n,n,h,f,n,2,0,n,NA
...955,42492,954,77,48,B1,2,10,rq,11.1,p,co,32.83,46.52,34,43.46,40.33,26.47,5.69,7.46,5.25,3.52,3.11,3.27,co,0,n,n,n,h,f,o,4,2,p2m1,NA
...956,42492,955,78,49,B1,2,10,rq,11.5,p,co,24.72,43.27,40.83,40.1,38.13,39.39,9.83,9.2,6.92,5.14,4,4.88,co,0,n,n,n,h,f,n,2,2,p2,NA
...957,42492,956,79,50,B1,2,10,rq,1.7,p,co,13.24,23.69,18.14,20.47,17.79,11.45,6.08,5.72,4.77,2.04,1.93,3.08,co,0,n,n,n,h,f,n,1,0,n,NA
...958,42492,957,80,51,B1,2,10,rq,7,p,t,17.14,38.59,21.08,27.68,33.22,38.68,5.36,7.1,7.52,7.16,3.67,4.159999999999999,co,0,n,n,n,h,f,n,3,0,p1,NA
...959,42492,958,81,52,B1,2,10,rq,16.4,p,co,46.26,50.88,27.49,38.76,38.98,28.02,5.42,6.39,7.62,4.94,4.01,6.74,co,0,n,n,n,h,f,n,4,0,n,NA
...960,42492,959,82,53,B1,2,10,rq,2.7,p,ll,27.42,29.91,10.87,10.87,11.36,8.39,6.71,5.88,6.55,4.33,3.9899999999999998,NA,co,0,n,n,n,h,f,n,2,0,n,NA
...961,42492,960,83,54,B1,2,10,rq,7.8,p,co,25.98,35.98,10.34,8.93,7.24,5.39,10.01,8.19,5.51,2.22,3.44,3.22,co,0,0,n,n,h,f,o,4,2,p2,NA
...962,42492,961,84,55,B1,2,10,rq,13.7,p,ll,34.38,43.91,25.03,21.35,16.68,14.82,16.97,14.44,10.4,5.91,8.21,NA,co,0,n,n,n,h,f,n,3,2,p2,NA
...963,42492,962,85,56,B1,2,10,rq,2.5,p,tr,15.06,22.48,18.67,18.37,18.74,20.29,5.12,4.17,3.74,3.69,4.51,2.8099999999999996,co,0,n,n,n,h,f,n,1,0,n,NA
...964,42492,963,86,57,B1,2,10,rq,4.2,p,ll,23.88,25.38,15.26,17.7,19.53,16.1,7.61,8.25,6.55,3.67,3.2600000000000002,NA,si,0,n,n,n,h,f,n,1,0,n,NA
...965,42492,964,87,58,B1,2,10,rq,15.6,p,co,37.06,47.54,36.08,28.14,27.17,16.97,11.66,11.14,8.86,6.17,2.94,9.540000000000001,co,0,n,n,n,h,f,n,4,2,p2,NA
...966,42492,965,88,59,B1,2,10,rq,6.9,p,co,25.87,36.64,33.64,27.71,29.32,21.48,7.89,9.08,8.07,4.18,4.09,1.6600000000000001,co,0,n,n,n,h,f,n,4,0,p1,NA
...967,42492,966,89,60,B1,2,10,rq,3.5,p,co,16.23,31.72,32.09,28.95,28.26,17.98,7.12,5.3,3.64,2.81,2.88,4.17,co,0,n,n,n,h,f,n,2,0,p1,NA
...968,42492,967,90,61,B1,2,10,rq,1.5,p,tl,19.88,21.26,5.86,9.68,11.93,13,5.15,5.2,4.74,3.15,1.61,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...969,42492,968,91,62,B1,2,10,rq,6.4,p,co,25.63,41.79,28.22,33.53,35.77,28.15,7.42,7.16,6.52,4.32,2.8299999999999996,4.41,co,20,cr,n,n,h,f,n,1,0,n,NA
...970,42492,969,92,63,B1,2,10,rq,1.4,p,co,17.84,20.65,16.62,16.16,15.47,11.94,4.64,3.87,2.97,2.35,2.9899999999999998,1.99,co,0,n,n,n,h,f,n,2,0,n,NA
...971,42492,970,93,64,B1,2,10,rq,18.7,p,co,30.85,58.13,38.46,52.86,55.7,53.65,5,5.85,5.59,4.25,7.79,5.37,co,50,crdi,s,n,h,f,n,1,1,p1,NA
...972,42492,971,94,65,B1,2,10,rq,9.5,p,co,41.44,44.2,37,33.2,30.93,19.96,8.47,6.25,4.5,4.02,2.66,3.6,co,0,n,n,n,h,f,n,1,1,p1,NA
...973,42492,972,95,66,B1,2,10,rq,1.4,p,lr,16.85,21.03,11.49,12.55,14.11,10.96,7.58,5.84,4.82,2.78,NA,1.71,co,0,n,n,n,h,f,n,1,0,n,NA
...974,42492,973,96,67,B1,2,10,rq,6.1,p,ll,33.01,35.25,20.73,22.34,21.94,17.05,10.38,10.6,6.25,2.36,2.13,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...975,42492,974,97,68,B1,2,10,rq,5.6,p,ll,30.09,34.54,17.89,16.61,16.31,14.3,9.26,9.65,8.21,7.48,2.9499999999999997,NA,co,0,n,n,n,h,f,o,2,0,n,NA
...976,42492,975,98,69,B1,2,10,rq,7.3,p,co,32.96,36.88,21.8,21.81,21.17,18.29,8.39,8.26,6.74,4.88,3.46,3.2800000000000002,co,0,n,n,n,h,f,n,2,0,n,NA
...977,42492,976,99,70,B1,2,10,rq,5.7,p,co,20.44,43.15,24.15,33.06,26.54,17.58,9.25,7.96,6.01,2.74,3.84,3.16,co,0,n,n,n,h,f,n,2,0,n,NA
...978,42492,977,100,71,B1,2,10,rq,4.2,p,co,21.34,36.61,27.93,24.54,24.73,18,6.29,6.11,5.84,3.66,1.75,3.5,co,0,n,n,n,h,f,n,1,1,m1,NA
...979,42492,978,101,72,B1,2,10,rq,2,p,ll,19.45,23.1,18.88,17.22,13.55,10.45,6.41,6.69,3.88,2.49,1.87,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...980,42492,979,102,73,B1,2,10,rq,13.9,p,co,34.3,45.18,28.4,27.62,26.09,15.66,12.77,11.4,11.58,6.05,4.28,5.71,co,0,n,n,n,h,f,n,3,1,p1,NA
...981,42492,980,103,74,B1,2,10,rq,9.8,p,co,26.69,39.94,29.95,28.37,28.13,17.28,4.86,6.09,10.69,6.74,3.46,6.1499999999999995,co,0,n,n,n,h,f,n,3,2,p2,NA
...982,42492,981,104,75,B1,2,10,rq,18,p,co,33.93,47.86,14.81,40.18,41.41,29.56,3.25,8.74,12.77,4.49,4.56,5.56,co,10,cl,s,n,h,f,n,3,1,p1,NA
...983,42492,982,105,76,B1,2,10,rq,2.2,p,t,17.52,24.56,23.31,23.77,18.08,11.33,6.37,5.69,5.3,4.13,2.77,3.02,co,0,n,n,n,h,f,n,1,0,n,NA
...984,42492,983,106,77,B1,2,10,rq,9.5,p,co,30.83,45.96,28.43,25.44,29.87,29.59,7.18,6.6,5.7,5.51,4.67,3.9699999999999998,co,10,di,n,n,h,f,n,5,0,p5,several step at di end
...985,42492,984,107,78,B1,2,10,rq,4.4,p,t,17.19,39.41,29.93,33.39,37.12,33.1,4.5,4.41,3.6,3.38,2.14,2.8,co,0,n,n,n,h,s,n,2,1,p1,NA
...986,42492,985,108,79,B1,2,10,rq,0.5,p,ll,11.98,15.06,10.45,10.32,8.14,5.18,5.46,3.47,2.21,0.98,0.91,NA,co,0,n,n,n,h,s,n,1,0,n,NA
...987,42492,986,109,80,B1,2,10,rq,2.1,p,ll,23.04,29.88,5.31,11.35,11.36,11.34,5.92,6.05,4.28,2.17,2.8299999999999996,NA,co,40,di,s,n,h,f,n,2,0,n,NA
...988,42492,987,110,81,B1,2,10,rq,1,p,ll,7.1,19.12,14.4,15.58,12.75,7.72,6.06,3.54,2.82,2.77,1.56,NA,co,0,n,n,n,h,f,n,2,0,n,NA
...989,42492,988,111,82,B1,2,10,rq,5.7,p,t,16.01,28.75,22.56,21.72,20.94,21.06,9.24,8.16,6.96,5.78,4.07,7.14,co,0,n,n,n,h,s,n,2,0,n,NA
...990,42492,989,112,83,B1,2,10,rq,1.4,p,co,14.5,23.18,22.46,19.37,14.99,10.35,5.08,3.52,2.56,0.92,1.82,2.71,co,0,n,n,n,h,f,n,1,0,n,NA
...991,42492,990,113,84,B1,2,10,rq,2,p,t,11.87,24.52,23.87,20.44,18.5,20.31,4.69,5.55,5.26,3.71,2.44,1.97,co,0,n,n,n,h,f,n,1,0,n,NA
...992,42492,991,114,85,B1,2,10,rq,1.2,p,co,11.92,22.42,19.42,19.41,17.29,13.36,5.49,4.43,2.97,1.42,2.63,0.96,co,0,n,n,n,h,f,n,2,1,p1,NA
...993,42492,992,115,86,B1,2,10,rq,1.8,p,co,20.48,22.39,10.39,11.35,13.02,12.93,5.87,5.72,4.76,4.02,2.4099999999999997,3.4899999999999998,co,0,n,n,n,h,f,n,2,0,n,NA
...994,42492,993,116,87,B1,2,10,rq,3.4,p,co,16.98,26.76,21.88,22.4,24.06,19.18,8.57,7.32,4.91,2.7,1.97,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...995,42492,994,117,88,B1,2,10,rq,0.6,p,co,14.82,15,14.99,13.05,11.77,9.65,4.6,4.01,3.53,1.98,1.98,1.48,co,0,n,n,n,h,f,n,2,0,n,NA
...996,42492,995,118,89,B1,2,10,rq,0.7,p,t,15.09,16.04,7.32,12.08,13.82,11.43,2.23,2.87,2.59,1.54,1.86,2.4,co,0,n,n,n,h,s,n,2,0,n,NA
...997,42492,996,119,90,B1,2,10,rq,1,p,lr,16.95,19.86,11.9,11.2,10.9,10.41,3.4,3.31,3.19,2.41,NA,1.5,co,0,n,n,n,h,f,n,3,0,p2,NA
...998,42492,997,120,91,B1,2,10,rq,2,p,co,19.79,27.46,19,18.82,19.33,10.56,5.98,4.37,3.02,1.27,2.68,1.92,co,0,n,n,n,h,f,n,1,0,n,NA
...999,42492,998,121,92,B1,2,10,bq,13.4,p,t,33.45,40.81,23.82,25.27,26.39,24.47,7.63,8.11,8.49,7.86,4.18,6.119999999999999,co,0,n,n,n,h,s,n,2,1,po1,NA
...1000,42492,999,122,93,B1,2,10,bq,19.2,p,co,39.4,47.43,25.04,29.3,32.6,39.44,8.59,10.77,12.02,4.35,3.96,8.92,co,50,di,s,n,h,f,n,4,1,p4,NA
...1001,42492,1000,123,94,B1,2,10,bq,4.3,p,co,20.83,31.61,18.18,5.45,5.59,5.21,5.49,4.97,4.94,4.79,3.08,3,co,20,cr,s,n,h,f,n,1,1,p1,NA
...1002,42492,1001,124,95,B1,2,10,bq,41.9,p,co,51.14,74.59,27.25,34.97,49.71,50.97,6.33,11.03,12.18,8.49,6.49,8.33,co,0,co,n,n,h,f,n,5,1,p2,NA
...1003,42492,1002,125,96,B1,2,10,bq,3.9,p,co,18.75,28.57,28.57,26.05,21.96,16.12,7.02,7.54,6.37,3,3.67,2.94,co,0,n,n,n,h,f,n,2,0,n,NA
...1004,42492,1003,126,97,B1,2,10,bq,8.200000000000001,p,co,21.66,32.78,32.68,29.96,27.92,22.79,10.03,9.79,9.57,5.14,3.8299999999999996,5.94,co,0,n,n,n,h,f,n,3,1,p2,NA
...1005,42492,1004,127,98,B1,2,10,bq,8.5,p,lr,29.98,33.91,27.3,24.47,21.96,19.02,10.97,9.45,7.68,3.38,NA,4.84,si,0,n,n,n,h,f,n,1,1,p1,NA
...1006,42492,1005,128,99,B1,2,10,bq,4.6,p,tl,28.14,33.64,16.51,17.34,19.26,22.15,6.84,7.01,5.76,3.1,3.13,NA,co,0,n,n,n,h,f,n,2,0,n,NA
...1007,42492,1006,129,100,B1,2,10,bq,1.9,p,tl,17.48,23.81,15.9,15.37,16.19,14.87,4.18,4.16,4.22,4.03,1.78,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...1008,42492,1007,130,101,B1,2,10,bq,0.6,p,lr,14.43,14.8,9.63,11.75,10.83,8.76,3.3,2.98,2.82,2.16,NA,1.54,co,0,n,n,n,h,f,n,1,0,n,NA
...1009,42492,1008,131,102,B1,2,10,bq,1.5,p,ll,18.56,21.41,15.06,15.61,13.57,10.11,6.64,6.02,4.58,3.16,1.08,NA,co,0,n,n,n,h,f,n,1,NA,n,NA
...1010,42492,1009,132,103,B1,2,10,blq,0.9,p,t,9.35,15.24,15.54,17.95,14.45,9.64,3.86,3.83,3.15,2.53,2.23,1.43,co,0,n,n,n,h,s,n,1,0,n,NA
...1011,42492,1010,133,104,B1,2,10,blq,3.4,p,co,15.56,30.02,20.6,23.88,24.32,28.24,6.57,6.23,6.45,3.44,1.3800000000000001,2.55,co,0,n,n,n,h,f,n,3,1,p2,NA
...1012,42492,1011,134,105,B1,2,10,blq,2.8,p,co,20.2,30.64,22.44,21.41,21.4,15.62,6.34,5.08,3.45,2.56,1.9,2.3899999999999997,co,0,n,n,n,h,f,n,2,1,p1,NA
...1013,42492,1012,135,106,B1,2,10,blq,5.5,p,co,19.41,38.53,35.25,30.33,24.51,10.29,10.52,8.96,7.1,4.58,2.44,4.2,co,0,n,n,n,h,f,n,1,0,n,NA
